FILEPATH,FILENAME,CFC_CAPTURE_ID,TEC_READING(CELCIUS),FILTER_POSITION
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357680201.tiff,cfc_capture_1719357680201_tiff,1719357680201,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357683568.tiff,cfc_capture_1719357683568_tiff,1719357683568,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357686909.tiff,cfc_capture_1719357686909_tiff,1719357686909,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357690283.tiff,cfc_capture_1719357690283_tiff,1719357690283,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357693731.tiff,cfc_capture_1719357693731_tiff,1719357693731,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357697101.tiff,cfc_capture_1719357697101_tiff,1719357697101,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357700381.tiff,cfc_capture_1719357700381_tiff,1719357700381,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357703775.tiff,cfc_capture_1719357703775_tiff,1719357703775,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357707126.tiff,cfc_capture_1719357707126_tiff,1719357707126,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357710482.tiff,cfc_capture_1719357710482_tiff,1719357710482,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357713797.tiff,cfc_capture_1719357713797_tiff,1719357713797,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357717218.tiff,cfc_capture_1719357717218_tiff,1719357717218,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357720524.tiff,cfc_capture_1719357720524_tiff,1719357720524,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357723829.tiff,cfc_capture_1719357723829_tiff,1719357723829,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357727152.tiff,cfc_capture_1719357727152_tiff,1719357727152,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357730451.tiff,cfc_capture_1719357730451_tiff,1719357730451,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357733761.tiff,cfc_capture_1719357733761_tiff,1719357733761,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357737075.tiff,cfc_capture_1719357737075_tiff,1719357737075,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357740399.tiff,cfc_capture_1719357740399_tiff,1719357740399,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357743776.tiff,cfc_capture_1719357743776_tiff,1719357743776,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357747143.tiff,cfc_capture_1719357747143_tiff,1719357747143,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357750459.tiff,cfc_capture_1719357750459_tiff,1719357750459,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357753868.tiff,cfc_capture_1719357753868_tiff,1719357753868,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357757222.tiff,cfc_capture_1719357757222_tiff,1719357757222,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357760598.tiff,cfc_capture_1719357760598_tiff,1719357760598,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357763946.tiff,cfc_capture_1719357763946_tiff,1719357763946,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357767310.tiff,cfc_capture_1719357767310_tiff,1719357767310,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357770663.tiff,cfc_capture_1719357770663_tiff,1719357770663,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357773991.tiff,cfc_capture_1719357773991_tiff,1719357773991,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357777311.tiff,cfc_capture_1719357777311_tiff,1719357777311,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357780668.tiff,cfc_capture_1719357780668_tiff,1719357780668,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357783947.tiff,cfc_capture_1719357783947_tiff,1719357783947,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357787275.tiff,cfc_capture_1719357787275_tiff,1719357787275,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357790631.tiff,cfc_capture_1719357790631_tiff,1719357790631,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357793957.tiff,cfc_capture_1719357793957_tiff,1719357793957,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357797324.tiff,cfc_capture_1719357797324_tiff,1719357797324,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357800677.tiff,cfc_capture_1719357800677_tiff,1719357800677,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357803997.tiff,cfc_capture_1719357803997_tiff,1719357803997,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357807303.tiff,cfc_capture_1719357807303_tiff,1719357807303,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357810607.tiff,cfc_capture_1719357810607_tiff,1719357810607,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357813931.tiff,cfc_capture_1719357813931_tiff,1719357813931,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357817310.tiff,cfc_capture_1719357817310_tiff,1719357817310,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357820640.tiff,cfc_capture_1719357820640_tiff,1719357820640,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357824024.tiff,cfc_capture_1719357824024_tiff,1719357824024,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357827379.tiff,cfc_capture_1719357827379_tiff,1719357827379,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357830702.tiff,cfc_capture_1719357830702_tiff,1719357830702,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357834037.tiff,cfc_capture_1719357834037_tiff,1719357834037,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357837412.tiff,cfc_capture_1719357837412_tiff,1719357837412,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357840719.tiff,cfc_capture_1719357840719_tiff,1719357840719,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357844076.tiff,cfc_capture_1719357844076_tiff,1719357844076,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357847427.tiff,cfc_capture_1719357847427_tiff,1719357847427,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357850798.tiff,cfc_capture_1719357850798_tiff,1719357850798,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357854133.tiff,cfc_capture_1719357854133_tiff,1719357854133,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357857496.tiff,cfc_capture_1719357857496_tiff,1719357857496,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357860807.tiff,cfc_capture_1719357860807_tiff,1719357860807,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357864109.tiff,cfc_capture_1719357864109_tiff,1719357864109,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357867449.tiff,cfc_capture_1719357867449_tiff,1719357867449,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357870831.tiff,cfc_capture_1719357870831_tiff,1719357870831,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357874152.tiff,cfc_capture_1719357874152_tiff,1719357874152,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357877468.tiff,cfc_capture_1719357877468_tiff,1719357877468,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357880801.tiff,cfc_capture_1719357880801_tiff,1719357880801,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357884097.tiff,cfc_capture_1719357884097_tiff,1719357884097,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357887410.tiff,cfc_capture_1719357887410_tiff,1719357887410,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357890757.tiff,cfc_capture_1719357890757_tiff,1719357890757,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357894095.tiff,cfc_capture_1719357894095_tiff,1719357894095,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357897483.tiff,cfc_capture_1719357897483_tiff,1719357897483,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357900796.tiff,cfc_capture_1719357900796_tiff,1719357900796,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357904175.tiff,cfc_capture_1719357904175_tiff,1719357904175,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357907499.tiff,cfc_capture_1719357907499_tiff,1719357907499,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357910840.tiff,cfc_capture_1719357910840_tiff,1719357910840,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357914137.tiff,cfc_capture_1719357914137_tiff,1719357914137,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357917468.tiff,cfc_capture_1719357917468_tiff,1719357917468,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357920778.tiff,cfc_capture_1719357920778_tiff,1719357920778,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357924081.tiff,cfc_capture_1719357924081_tiff,1719357924081,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357927432.tiff,cfc_capture_1719357927432_tiff,1719357927432,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357930783.tiff,cfc_capture_1719357930783_tiff,1719357930783,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357934133.tiff,cfc_capture_1719357934133_tiff,1719357934133,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357937486.tiff,cfc_capture_1719357937486_tiff,1719357937486,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357940883.tiff,cfc_capture_1719357940883_tiff,1719357940883,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357944243.tiff,cfc_capture_1719357944243_tiff,1719357944243,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357947585.tiff,cfc_capture_1719357947585_tiff,1719357947585,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357950938.tiff,cfc_capture_1719357950938_tiff,1719357950938,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357954291.tiff,cfc_capture_1719357954291_tiff,1719357954291,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357957659.tiff,cfc_capture_1719357957659_tiff,1719357957659,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357961028.tiff,cfc_capture_1719357961028_tiff,1719357961028,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357964332.tiff,cfc_capture_1719357964332_tiff,1719357964332,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357967675.tiff,cfc_capture_1719357967675_tiff,1719357967675,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357970996.tiff,cfc_capture_1719357970996_tiff,1719357970996,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357974361.tiff,cfc_capture_1719357974361_tiff,1719357974361,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357977715.tiff,cfc_capture_1719357977715_tiff,1719357977715,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357981070.tiff,cfc_capture_1719357981070_tiff,1719357981070,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357984467.tiff,cfc_capture_1719357984467_tiff,1719357984467,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357987763.tiff,cfc_capture_1719357987763_tiff,1719357987763,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357991067.tiff,cfc_capture_1719357991067_tiff,1719357991067,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357994436.tiff,cfc_capture_1719357994436_tiff,1719357994436,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719357997714.tiff,cfc_capture_1719357997714_tiff,1719357997714,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358001036.tiff,cfc_capture_1719358001036_tiff,1719358001036,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358004416.tiff,cfc_capture_1719358004416_tiff,1719358004416,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358007787.tiff,cfc_capture_1719358007787_tiff,1719358007787,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358011136.tiff,cfc_capture_1719358011136_tiff,1719358011136,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358014492.tiff,cfc_capture_1719358014492_tiff,1719358014492,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358017880.tiff,cfc_capture_1719358017880_tiff,1719358017880,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358021224.tiff,cfc_capture_1719358021224_tiff,1719358021224,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358024572.tiff,cfc_capture_1719358024572_tiff,1719358024572,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358027844.tiff,cfc_capture_1719358027844_tiff,1719358027844,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358031229.tiff,cfc_capture_1719358031229_tiff,1719358031229,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358034547.tiff,cfc_capture_1719358034547_tiff,1719358034547,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358037895.tiff,cfc_capture_1719358037895_tiff,1719358037895,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358041247.tiff,cfc_capture_1719358041247_tiff,1719358041247,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358044620.tiff,cfc_capture_1719358044620_tiff,1719358044620,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358047968.tiff,cfc_capture_1719358047968_tiff,1719358047968,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358051303.tiff,cfc_capture_1719358051303_tiff,1719358051303,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358054658.tiff,cfc_capture_1719358054658_tiff,1719358054658,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358058050.tiff,cfc_capture_1719358058050_tiff,1719358058050,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358061327.tiff,cfc_capture_1719358061327_tiff,1719358061327,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358064716.tiff,cfc_capture_1719358064716_tiff,1719358064716,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358068046.tiff,cfc_capture_1719358068046_tiff,1719358068046,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358071351.tiff,cfc_capture_1719358071351_tiff,1719358071351,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358074659.tiff,cfc_capture_1719358074659_tiff,1719358074659,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358077974.tiff,cfc_capture_1719358077974_tiff,1719358077974,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358081323.tiff,cfc_capture_1719358081323_tiff,1719358081323,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358084706.tiff,cfc_capture_1719358084706_tiff,1719358084706,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358088035.tiff,cfc_capture_1719358088035_tiff,1719358088035,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358091336.tiff,cfc_capture_1719358091336_tiff,1719358091336,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358094695.tiff,cfc_capture_1719358094695_tiff,1719358094695,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358098059.tiff,cfc_capture_1719358098059_tiff,1719358098059,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358101423.tiff,cfc_capture_1719358101423_tiff,1719358101423,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358104817.tiff,cfc_capture_1719358104817_tiff,1719358104817,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358108192.tiff,cfc_capture_1719358108192_tiff,1719358108192,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358157265.tiff,cfc_capture_1719358157265_tiff,1719358157265,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358160586.tiff,cfc_capture_1719358160586_tiff,1719358160586,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358163961.tiff,cfc_capture_1719358163961_tiff,1719358163961,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358167319.tiff,cfc_capture_1719358167319_tiff,1719358167319,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358170660.tiff,cfc_capture_1719358170660_tiff,1719358170660,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358174078.tiff,cfc_capture_1719358174078_tiff,1719358174078,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358177435.tiff,cfc_capture_1719358177435_tiff,1719358177435,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358180800.tiff,cfc_capture_1719358180800_tiff,1719358180800,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358184180.tiff,cfc_capture_1719358184180_tiff,1719358184180,5,4
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358187540.tiff,cfc_capture_1719358187540_tiff,1719358187540,5,3
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358190897.tiff,cfc_capture_1719358190897_tiff,1719358190897,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358194213.tiff,cfc_capture_1719358194213_tiff,1719358194213,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358197536.tiff,cfc_capture_1719358197536_tiff,1719358197536,5,0
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358200971.tiff,cfc_capture_1719358200971_tiff,1719358200971,5,1
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358204316.tiff,cfc_capture_1719358204316_tiff,1719358204316,5,2
/data/archive/ESI/AirHARP2/PACE-PAX_Campaign/PACE-PAX_FlightData_20240927/SWIR/cfc_capture_1719358207660.tiff,cfc_capture_1719358207660_tiff,1719358207660,5,3
